CODI MESURAMENT,CODI EOI,PROVINCIA,CODI MUNICIPI,CODI ESTACIÓ,NOM ESTACIÓ,MUNICIPI,LATITUD,LONGITUD,ALTITUD,TIPUS ESTACIÓ,ÀREA URBANA,MAGNITUD,CONTAMINANT,UNITATS,PUNT MOSTREIG,ANY,MES,DIA,DATA,H01,V01,H02,V02,H03,V03,H04,V04,H05,V05,H06,V06,H07,V07,H08,V08,H09,V09,H10,V10,H11,V11,H12,V12,H13,V13,H14,V14,H15,V15,H16,V16,H17,V17,H18,V18,H19,V19,H20,V20,H21,V21,H22,V22,H23,V23,H24,V24,Georeferència
08019058_10_20200320,8019058,8,19,58,Barcelona (Observatori Fabra),Barcelona,41.41843,2.1238973,415,background,suburban,10,PM10,µg/m3,08019058_10_47,2020,3,20,20/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08019058_10_20200319,8019058,8,19,58,Barcelona (Observatori Fabra),Barcelona,41.41843,2.1238973,415,background,suburban,10,PM10,µg/m3,08019058_10_47,2020,3,19,19/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08019058_10_20200317,8019058,8,19,58,Barcelona (Observatori Fabra),Barcelona,41.41843,2.1238973,415,background,suburban,10,PM10,µg/m3,08019058_10_47,2020,3,17,17/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08019058_10_20200318,8019058,8,19,58,Barcelona (Observatori Fabra),Barcelona,41.41843,2.1238973,415,background,suburban,10,PM10,µg/m3,08019058_10_47,2020,3,18,18/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08019058_10_20200307,8019058,8,19,58,Barcelona (Observatori Fabra),Barcelona,41.41843,2.1238973,415,background,suburban,10,PM10,µg/m3,08019058_10_47,2020,3,7,07/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08019058_10_20200308,8019058,8,19,58,Barcelona (Observatori Fabra),Barcelona,41.41843,2.1238973,415,background,suburban,10,PM10,µg/m3,08019058_10_47,2020,3,8,08/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08019058_10_20200316,8019058,8,19,58,Barcelona (Observatori Fabra),Barcelona,41.41843,2.1238973,415,background,suburban,10,PM10,µg/m3,08019058_10_47,2020,3,16,16/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08019058_10_20200325,8019058,8,19,58,Barcelona (Observatori Fabra),Barcelona,41.41843,2.1238973,415,background,suburban,10,PM10,µg/m3,08019058_10_47,2020,3,25,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08019058_10_20200311,8019058,8,19,58,Barcelona (Observatori Fabra),Barcelona,41.41843,2.1238973,415,background,suburban,10,PM10,µg/m3,08019058_10_47,2020,3,11,11/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08019058_10_20200309,8019058,8,19,58,Barcelona (Observatori Fabra),Barcelona,41.41843,2.1238973,415,background,suburban,10,PM10,µg/m3,08019058_10_47,2020,3,9,09/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08019057_10_20200324,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,24,24/03/2020,22,V,23,V,20,V,22,V,21,V,18,V,13,V,18,V,23,V,20,V,19,V,26,V,24,V,21,V,22,V,23,V,26,V,15,V,17,V,18,V,17,V,17,V,16,V,17,V,
08019057_10_20200303,8019057,8,19,,,Barcelona,41.38749,2.1151996,81,,,10,PM10,µg/m3,08019057_10_47,2020,3,3,03/03/2020,5,V,5,V,5,V,5,V,5,V,6,V,4,V,4,V,15,V,9,V,10,V,14,V,13,V,13,V,12,V,12,V,19,V,28,V,15,V,17,V,15,V,11,V,8,V,9,V,
08019057_10_20200302,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,2,02/03/2020,21,V,22,V,10,V,27,V,20,V,12,V,20,V,24,V,36,V,,N,,N,,N,42,V,19,V,18,V,8,V,11,V,22,V,12,V,10,V,15,V,26,V,10,V,7,V,"(41.38749, 2.1151996)"
08019057_10_20200305,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,5,05/03/2020,15,V,13,V,13,V,12,V,11,V,10,V,13,V,21,V,34,V,33,V,42,V,30,V,38,V,22,V,23,V,24,V,38,V,3,V,1,V,4,V,6,V,7,V,5,V,2,V,
08019057_10_20200317,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,17,17/03/2020,15,V,,N,20,V,19,V,18,V,22,V,22,V,25,V,23,V,21,V,19,V,23,V,23,V,21,V,20,V,23,V,22,V,20,V,27,V,31,V,32,V,23,V,19,V,34,V,
08019057_10_20200315,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,15,15/03/2020,20,V,19,V,19,V,16,V,7,V,1,V,3,V,8,V,15,V,11,V,13,V,11,V,12,V,16,V,13,V,16,V,12,V,10,V,11,V,11,V,15,V,16,V,16,V,12,V,
08019057_10_20200320,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,20,20/03/2020,17,V,16,V,10,V,6,V,9,V,9,V,9,V,16,V,19,V,13,V,15,V,20,V,16,V,10,V,13,V,13,V,4,V,17,V,13,V,13,V,20,V,17,V,6,V,2,V,
08019057_10_20200321,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,21,21/03/2020,8,V,6,V,3,V,12,V,25,V,16,V,10,V,16,V,12,V,14,V,19,V,14,V,26,V,24,V,16,V,17,V,22,V,33,V,25,V,23,V,27,V,28,V,26,V,28,V,
08019057_10_20200322,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,22,22/03/2020,24,V,21,V,22,V,20,V,20,V,20,V,24,V,30,V,27,V,28,V,30,V,26,V,24,V,26,V,23,V,25,V,26,V,23,V,22,V,22,V,27,V,21,V,22,V,18,V,
08019057_10_20200328,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,28,28/03/2020,9,V,9,V,8,V,6,V,7,V,7,V,9,V,11,V,8,V,9,V,12,V,13,V,12,V,12,V,13,V,13,V,13,V,13,V,14,V,17,V,16,V,15,V,12,V,12,V,
08019057_10_20200327,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,27,27/03/2020,14,V,10,V,9,V,8,V,9,V,10,V,11,V,13,V,7,V,7,V,8,V,7,V,6,V,8,V,9,V,14,V,12,V,13,V,12,V,16,V,13,V,12,V,11,V,12,V,
08019057_10_20200329,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,29,29/03/2020,12,V,,N,14,V,14,V,11,V,10,V,10,V,10,V,10,V,10,V,8,V,8,V,7,V,15,V,16,V,11,V,8,V,21,V,19,V,15,V,9,V,14,V,14,V,11,V,
08019057_10_20200330,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,30,30/03/2020,16,V,16,V,21,V,21,V,27,V,25,V,21,V,21,V,21,V,19,V,16,V,13,V,14,V,11,V,3,V,6,V,5,V,4,V,8,V,9,V,9,V,8,V,9,V,11,V,
08019057_10_20200331,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,31,31/03/2020,10,V,9,V,7,V,5,V,4,V,3,V,6,V,10,V,11,V,12,V,13,V,12,V,12,V,12,V,15,V,15,V,15,V,11,V,7,V,6,V,11,V,15,V,15,V,15,V,
08019057_10_20200326,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,26,26/03/2020,4,V,5,V,7,V,5,V,4,V,5,V,9,V,10,V,7,V,9,V,8,V,11,V,7,V,2,V,2,V,4,V,7,V,9,V,11,V,10,V,10,V,12,V,13,V,14,V,
08019057_10_20200301,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,1,01/03/2020,73,V,73,V,73,V,48,V,36,V,29,V,20,V,16,V,7,V,1,V,9,V,13,V,13,V,13,V,14,V,17,V,18,V,22,V,25,V,28,V,13,V,12,V,18,V,1,V,"(41.38749, 2.1151996)"
08019057_10_20200310,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,10,10/03/2020,19,V,18,V,19,V,9,V,1,V,2,V,4,V,10,V,14,V,15,V,12,V,18,V,24,V,19,V,20,V,32,V,26,V,27,V,30,V,28,V,27,V,25,V,23,V,23,V,
08019057_10_20200309,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,9,09/03/2020,10,V,12,V,13,V,14,V,15,V,16,V,5,V,4,V,9,V,11,V,10,V,6,V,8,V,27,V,19,V,18,V,43,V,29,V,16,V,11,V,14,V,16,V,20,V,23,V,
08019057_10_20200308,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,8,08/03/2020,7,V,9,V,10,V,8,V,8,V,9,V,7,V,5,V,7,V,7,V,5,V,7,V,11,V,17,V,14,V,11,V,18,V,13,V,9,V,7,V,7,V,6,V,7,V,12,V,
08019057_10_20200307,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,7,07/03/2020,6,V,4,V,6,V,1,V,2,V,4,V,5,V,5,V,6,V,9,V,7,V,6,V,5,V,7,V,4,V,9,V,15,V,27,V,27,V,28,V,22,V,15,V,14,V,12,V,
08019057_10_20200306,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,6,06/03/2020,7,V,10,V,4,V,1,V,6,V,8,V,7,V,6,V,9,V,9,V,12,V,11,V,17,V,25,V,17,V,45,V,12,V,12,V,12,V,29,V,35,V,34,V,6,V,5,V,
08019057_10_20200325,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,25,25/03/2020,15,V,14,V,14,V,11,V,8,V,8,V,10,V,12,V,13,V,14,V,,N,,N,,N,,N,11,V,17,V,16,V,6,V,6,V,5,V,8,V,7,V,2,V,2,V,
08019057_10_20200316,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,16,16/03/2020,11,V,11,V,14,V,10,V,7,V,9,V,15,V,18,V,21,V,28,V,38,V,32,V,25,V,20,V,17,V,18,V,,N,21,V,27,V,19,V,16,V,23,V,25,V,20,V,
08019057_10_20200314,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,14,14/03/2020,17,V,17,V,17,V,20,V,14,V,4,V,16,V,19,V,19,V,16,V,15,V,29,V,29,V,21,V,15,V,22,V,22,V,13,V,4,V,10,V,17,V,14,V,7,V,13,V,
08019057_10_20200313,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,13,13/03/2020,11,V,11,V,10,V,13,V,11,V,19,V,25,V,26,V,31,V,,N,,N,15,V,25,V,23,V,21,V,21,V,22,V,22,V,22,V,19,V,14,V,16,V,18,V,18,V,
08019057_10_20200312,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,12,12/03/2020,16,V,19,V,23,V,14,V,12,V,12,V,21,V,28,V,43,V,46,V,53,V,55,V,35,V,21,V,33,V,25,V,15,V,18,V,15,V,21,V,25,V,19,V,7,V,6,V,
08019057_10_20200323,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,23,23/03/2020,14,V,14,V,15,V,14,V,11,V,15,V,19,V,17,V,19,V,24,V,10,V,18,V,21,V,13,V,14,V,23,V,15,V,23,V,28,V,18,V,23,V,24,V,25,V,22,V,
08019057_10_20200311,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,11,11/03/2020,19,V,18,V,16,V,13,V,18,V,21,V,21,V,24,V,33,V,35,V,31,V,38,V,41,V,34,V,34,V,31,V,35,V,32,V,35,V,31,V,29,V,27,V,25,V,23,V,
08019057_10_20200318,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,18,18/03/2020,22,V,23,V,17,V,15,V,17,V,13,V,17,V,26,V,27,V,26,V,12,V,14,V,27,V,22,V,13,V,7,V,9,V,19,V,25,V,25,V,22,V,34,V,22,V,18,V,
08019057_10_20200304,8019057,8,19,,,Barcelona,41.38749,2.1151996,81,,,10,PM10,µg/m3,08019057_10_47,2020,3,4,04/03/2020,7,V,4,V,5,V,4,V,5,V,7,V,9,V,10,V,22,V,29,V,14,V,13,V,28,V,24,V,13,V,23,V,39,V,32,V,30,V,24,V,28,V,26,V,27,V,19,V,
08019057_10_20200319,8019057,8,19,57,Barcelona (Palau Reial),Barcelona,41.38749,2.1151996,81,background,urban,10,PM10,µg/m3,08019057_10_47,2020,3,19,19/03/2020,20,V,20,V,15,V,10,V,10,V,16,V,17,V,27,V,34,V,32,V,29,V,22,V,15,V,14,V,12,V,14,V,12,V,12,V,15,V,15,V,13,V,14,V,16,V,18,V,
