CODI MESURAMENT,CODI EOI,PROVINCIA,CODI MUNICIPI,CODI ESTACIÓ,NOM ESTACIÓ,MUNICIPI,LATITUD,LONGITUD,ALTITUD,TIPUS ESTACIÓ,ÀREA URBANA,MAGNITUD,CONTAMINANT,UNITATS,PUNT MOSTREIG,ANY,MES,DIA,DATA,H01,V01,H02,V02,H03,V03,H04,V04,H05,V05,H06,V06,H07,V07,H08,V08,H09,V09,H10,V10,H11,V11,H12,V12,H13,V13,H14,V14,H15,V15,H16,V16,H17,V17,H18,V18,H19,V19,H20,V20,H21,V21,H22,V22,H23,V23,H24,V24,Georeferència
08015021_8_20200131,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,31,31/01/2020,53,V,47,V,39,V,38,V,37,V,37,V,37,V,39,V,43,V,45,V,50,V,38,V,39,V,68,V,47,V,48,V,53,V,70,V,75,V,67,V,74,V,79,V,74,V,56,V,"(41.443985, 2.2378986)"
08015021_8_20200108,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,8,08/01/2020,46,V,43,V,42,V,40,V,41,V,43,V,46,V,47,V,52,V,58,V,63,V,50,V,45,V,31,V,23,V,22,V,24,V,52,V,80,V,85,V,82,V,79,V,70,V,62,V,"(41.443985, 2.2378986)"
08015021_8_20200110,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,10,10/01/2020,44,V,41,V,33,V,38,V,44,V,49,V,57,V,51,V,51,V,54,V,40,V,45,V,58,V,50,V,52,V,53,V,59,V,63,V,59,V,50,V,47,V,50,V,52,V,52,V,"(41.443985, 2.2378986)"
08015021_8_20200111,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,11,11/01/2020,49,V,48,V,38,V,25,V,16,V,17,V,21,V,25,V,29,V,31,V,31,V,28,V,27,V,15,V,13,V,13,V,18,V,44,V,67,V,51,V,46,V,47,V,50,V,45,V,"(41.443985, 2.2378986)"
08015021_8_20200112,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,12,12/01/2020,41,V,37,V,35,V,32,V,25,V,26,V,31,V,29,V,27,V,27,V,32,V,34,V,29,V,28,V,27,V,32,V,42,V,53,V,78,V,79,V,65,V,55,V,48,V,43,V,"(41.443985, 2.2378986)"
08015021_8_20200113,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,13,13/01/2020,34,V,26,V,23,V,19,V,15,V,22,V,34,V,47,V,57,V,46,V,35,V,37,V,42,V,38,V,59,V,50,V,72,V,81,V,88,V,94,V,102,V,85,V,69,V,54,V,"(41.443985, 2.2378986)"
08015021_8_20200114,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,14,14/01/2020,41,V,43,V,32,V,33,V,29,V,32,V,47,V,53,V,60,V,59,V,55,V,43,V,30,V,38,V,35,V,53,V,58,V,63,V,74,V,92,V,99,V,96,V,83,V,76,V,"(41.443985, 2.2378986)"
08015021_8_20200117,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,17,17/01/2020,57,V,64,V,45,V,20,V,26,V,47,V,49,V,60,V,70,V,68,V,84,V,35,V,31,V,25,V,22,V,24,V,31,V,37,V,41,V,58,V,36,V,51,V,41,V,14,V,"(41.443985, 2.2378986)"
08015021_8_20200118,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,18,18/01/2020,37,V,36,V,39,V,27,V,27,V,30,V,35,V,30,V,33,V,40,V,29,V,27,V,23,V,19,V,21,V,19,V,34,V,37,V,48,V,76,V,82,V,79,V,67,V,68,V,"(41.443985, 2.2378986)"
08015021_8_20200119,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,19,19/01/2020,63,V,60,V,51,V,30,V,12,V,10,V,9,V,8,V,9,V,9,V,10,V,10,V,12,V,12,V,9,V,9,V,10,V,8,V,9,V,9,V,11,V,7,V,7,V,5,V,"(41.443985, 2.2378986)"
08015021_8_20200120,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,20,20/01/2020,4,V,4,V,8,V,5,V,4,V,5,V,10,V,13,V,15,V,14,V,12,V,11,V,11,V,13,V,11,V,13,V,14,V,15,V,18,V,13,V,13,V,11,V,8,V,8,V,"(41.443985, 2.2378986)"
08015021_8_20200121,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,21,21/01/2020,5,V,6,V,6,V,6,V,5,V,7,V,10,V,10,V,15,V,13,V,10,V,12,V,11,V,14,V,11,V,12,V,12,V,13,V,12,V,12,V,11,V,10,V,8,V,8,V,"(41.443985, 2.2378986)"
08015021_8_20200122,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,22,22/01/2020,10,V,19,V,13,V,9,V,7,V,16,V,29,V,39,V,54,V,37,V,11,V,10,V,13,V,11,V,13,V,11,V,10,V,12,V,10,V,10,V,9,V,7,V,8,V,6,V,"(41.443985, 2.2378986)"
08015021_8_20200123,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,23,23/01/2020,5,V,5,V,4,V,3,V,2,V,9,V,22,V,51,V,58,V,40,V,40,V,36,V,40,V,29,V,39,V,34,V,48,V,70,V,77,V,76,V,71,V,64,V,57,V,55,V,"(41.443985, 2.2378986)"
08015021_8_20200124,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,24,24/01/2020,51,V,40,V,38,V,36,V,30,V,25,V,26,V,36,V,42,V,42,V,45,V,52,V,46,V,59,V,62,V,63,V,71,V,79,V,87,V,91,V,87,V,74,V,63,V,50,V,"(41.443985, 2.2378986)"
08015021_8_20200109,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,9,09/01/2020,60,V,61,V,57,V,49,V,43,V,37,V,42,V,46,V,51,V,50,V,63,V,81,V,68,V,51,V,37,V,41,V,49,V,63,V,66,V,52,V,62,V,83,V,70,V,55,V,"(41.443985, 2.2378986)"
08015021_8_20200125,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,25,25/01/2020,47,V,47,V,45,V,42,V,41,V,38,V,37,V,32,V,36,V,43,V,49,V,54,V,57,V,41,V,21,V,16,V,16,V,20,V,39,V,58,V,55,V,58,V,56,V,53,V,"(41.443985, 2.2378986)"
08015021_8_20200126,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,26,26/01/2020,37,V,46,V,39,V,35,V,33,V,28,V,32,V,29,V,28,V,30,V,31,V,39,V,20,V,18,V,15,V,15,V,16,V,24,V,26,V,47,V,52,V,54,V,38,V,47,V,"(41.443985, 2.2378986)"
08015021_8_20200127,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,27,27/01/2020,39,V,37,V,32,V,26,V,30,V,35,V,45,V,47,V,47,V,34,V,35,V,32,V,35,V,32,V,27,V,26,V,31,V,37,V,34,V,43,V,37,V,51,V,42,V,41,V,"(41.443985, 2.2378986)"
08015021_8_20200128,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,28,28/01/2020,29,V,20,V,14,V,10,V,8,V,14,V,21,V,48,V,44,V,31,V,,N,,N,,N,27,V,21,V,25,V,33,V,43,V,57,V,60,V,63,V,66,V,64,V,59,V,"(41.443985, 2.2378986)"
08015021_8_20200129,8015021,8,15,21,Badalona,Badalona,41.443985,2.2378986,7,background,urban,8,NO2,µg/m3,08015021_8_8,2020,1,29,29/01/2020,51,V,41,V,45,V,42,V,38,V,41,V,43,V,47,V,49,V,50,V,58,V,62,V,23,V,16,V,14,V,13,V,20,V,27,V,38,V,67,V,68,V,61,V,61,V,56,V,"(41.443985, 2.2378986)"
08019004_8_20200111,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,11,11/01/2020,46,V,46,V,38,V,34,V,20,V,11,V,15,V,30,V,27,V,26,V,18,V,19,V,29,V,24,V,20,V,18,V,15,V,29,V,62,V,62,V,59,V,43,V,32,V,48,V,"(41.40388, 2.204501)"
08019004_8_20200107,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,7,07/01/2020,51,V,49,V,42,V,37,V,32,V,35,V,43,V,48,V,51,V,50,V,49,V,46,V,53,V,70,V,58,V,59,V,59,V,79,V,76,V,60,V,58,V,53,V,49,V,44,V,"(41.40388, 2.204501)"
08019004_8_20200106,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,6,06/01/2020,48,V,41,V,41,V,33,V,28,V,28,V,32,V,34,V,34,V,32,V,30,V,31,V,36,V,28,V,13,V,15,V,16,V,45,V,72,V,87,V,94,V,80,V,69,V,59,V,"(41.40388, 2.204501)"
08019004_8_20200105,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,5,05/01/2020,13,V,18,V,29,V,20,V,7,V,10,V,12,V,14,V,23,V,19,V,23,V,21,V,21,V,23,V,22,V,16,V,20,V,30,V,56,V,73,V,69,V,61,V,54,V,49,V,"(41.40388, 2.204501)"
08019004_8_20200104,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,4,04/01/2020,34,V,33,V,28,V,27,V,23,V,23,V,26,V,27,V,30,V,30,V,30,V,35,V,33,V,32,V,38,V,56,V,52,V,43,V,49,V,37,V,36,V,22,V,20,V,18,V,"(41.40388, 2.204501)"
08019004_8_20200102,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,2,02/01/2020,37,V,30,V,26,V,23,V,21,V,22,V,24,V,28,V,29,V,30,V,35,V,40,V,38,V,36,V,33,V,35,V,45,V,53,V,65,V,67,V,61,V,49,V,60,V,55,V,"(41.40388, 2.204501)"
08019004_8_20200101,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,1,01/01/2020,27,V,31,V,27,V,15,V,22,V,32,V,32,V,30,V,29,V,26,V,22,V,20,V,20,V,22,V,23,V,22,V,22,V,24,V,32,V,64,V,66,V,63,V,56,V,48,V,"(41.40388, 2.204501)"
08019004_8_20200103,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,3,03/01/2020,53,V,49,V,47,V,36,V,27,V,33,V,45,V,50,V,42,V,31,V,25,V,28,V,30,V,39,V,33,V,32,V,43,V,46,V,47,V,43,V,40,V,39,V,38,V,36,V,"(41.40388, 2.204501)"
08019004_8_20200131,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,31,31/01/2020,57,V,55,V,49,V,40,V,37,V,35,V,37,V,43,V,51,V,54,V,55,V,59,V,85,V,66,V,55,V,57,V,70,V,74,V,74,V,74,V,69,V,74,V,75,V,75,V,"(41.40388, 2.204501)"
08019004_8_20200130,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,30,30/01/2020,54,V,48,V,41,V,37,V,36,V,35,V,36,V,41,V,56,V,64,V,67,V,61,V,34,V,27,V,23,V,44,V,26,V,47,V,55,V,60,V,57,V,51,V,52,V,55,V,"(41.40388, 2.204501)"
08019004_8_20200129,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,29,29/01/2020,63,V,54,V,53,V,49,V,42,V,42,V,46,V,49,V,59,V,59,V,54,V,58,V,56,V,38,V,15,V,20,V,27,V,38,V,56,V,55,V,65,V,71,V,69,V,62,V,"(41.40388, 2.204501)"
08019004_8_20200128,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,28,28/01/2020,62,V,34,V,20,V,12,V,22,V,29,V,31,V,60,V,63,V,52,V,48,V,26,V,44,V,31,V,25,V,23,V,29,V,33,V,49,V,75,V,74,V,71,V,71,V,65,V,"(41.40388, 2.204501)"
08019004_8_20200127,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,27,27/01/2020,49,V,45,V,44,V,38,V,39,V,41,V,47,V,61,V,62,V,56,V,,N,,N,,N,42,V,33,V,48,V,49,V,48,V,37,V,37,V,44,V,68,V,72,V,64,V,"(41.40388, 2.204501)"
08019004_8_20200126,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,26,26/01/2020,55,V,46,V,41,V,39,V,37,V,31,V,27,V,31,V,29,V,31,V,31,V,28,V,11,V,12,V,15,V,16,V,17,V,18,V,22,V,42,V,62,V,62,V,56,V,47,V,"(41.40388, 2.204501)"
08019004_8_20200125,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,25,25/01/2020,50,V,48,V,44,V,42,V,40,V,39,V,38,V,37,V,37,V,41,V,41,V,44,V,46,V,47,V,28,V,18,V,14,V,15,V,24,V,32,V,43,V,46,V,66,V,58,V,"(41.40388, 2.204501)"
08019004_8_20200124,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,24,24/01/2020,48,V,40,V,35,V,34,V,30,V,27,V,34,V,43,V,44,V,48,V,50,V,58,V,76,V,81,V,65,V,63,V,67,V,71,V,79,V,78,V,76,V,73,V,62,V,53,V,"(41.40388, 2.204501)"
08019004_8_20200123,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,23,23/01/2020,3,V,3,V,3,V,1,V,3,V,10,V,22,V,53,V,52,V,43,V,55,V,38,V,36,V,34,V,52,V,34,V,53,V,73,V,75,V,77,V,81,V,68,V,61,V,55,V,"(41.40388, 2.204501)"
08019004_8_20200122,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,22,22/01/2020,9,V,16,V,12,V,13,V,11,V,14,V,25,V,47,V,54,V,61,V,34,V,13,V,14,V,10,V,8,V,9,V,9,V,10,V,11,V,8,V,5,V,5,V,6,V,3,V,"(41.40388, 2.204501)"
08019004_8_20200121,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,21,21/01/2020,5,V,5,V,4,V,4,V,6,V,8,V,15,V,24,V,24,V,22,V,17,V,15,V,14,V,10,V,16,V,18,V,19,V,19,V,22,V,23,V,19,V,16,V,6,V,8,V,"(41.40388, 2.204501)"
08019004_8_20200109,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,9,09/01/2020,60,V,54,V,47,V,42,V,36,V,35,V,36,V,43,V,48,V,56,V,64,V,75,V,55,V,55,V,38,V,44,V,50,V,59,V,63,V,68,V,62,V,66,V,61,V,80,V,"(41.40388, 2.204501)"
08019004_8_20200120,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,20,20/01/2020,3,V,3,V,3,V,2,V,3,V,5,V,8,V,12,V,14,V,14,V,12,V,11,V,13,V,14,V,14,V,12,V,12,V,12,V,14,V,10,V,10,V,8,V,8,V,5,V,"(41.40388, 2.204501)"
08019004_8_20200119,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,19,19/01/2020,63,V,57,V,43,V,30,V,19,V,11,V,10,V,9,V,13,V,12,V,15,V,18,V,9,V,13,V,7,V,9,V,11,V,6,V,8,V,7,V,7,V,7,V,5,V,5,V,"(41.40388, 2.204501)"
08019004_8_20200118,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,18,18/01/2020,65,V,49,V,36,V,48,V,40,V,35,V,41,V,43,V,51,V,46,V,37,V,31,V,26,V,14,V,26,V,29,V,29,V,34,V,36,V,41,V,52,V,47,V,71,V,68,V,"(41.40388, 2.204501)"
08019004_8_20200117,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,17,17/01/2020,70,V,64,V,59,V,56,V,53,V,51,V,52,V,63,V,76,V,92,V,81,V,41,V,35,V,22,V,21,V,23,V,25,V,34,V,43,V,34,V,49,V,41,V,50,V,69,V,"(41.40388, 2.204501)"
08019004_8_20200116,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,16,16/01/2020,65,V,60,V,54,V,49,V,45,V,45,V,47,V,50,V,53,V,56,V,62,V,71,V,74,V,59,V,54,V,62,V,71,V,73,V,77,V,74,V,65,V,72,V,82,V,74,V,"(41.40388, 2.204501)"
08019004_8_20200115,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,15,15/01/2020,70,V,65,V,59,V,54,V,48,V,45,V,46,V,54,V,59,V,62,V,69,V,72,V,82,V,75,V,64,V,52,V,61,V,76,V,97,V,103,V,100,V,92,V,84,V,59,V,"(41.40388, 2.204501)"
08019004_8_20200114,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,14,14/01/2020,64,V,56,V,51,V,47,V,44,V,44,V,45,V,56,V,74,V,76,V,77,V,57,V,65,V,51,V,,N,62,V,73,V,85,V,103,V,93,V,92,V,96,V,93,V,82,V,"(41.40388, 2.204501)"
08019004_8_20200113,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,13,13/01/2020,59,V,58,V,51,V,41,V,27,V,33,V,53,V,73,V,68,V,65,V,64,V,73,V,66,V,65,V,57,V,49,V,64,V,66,V,69,V,75,V,83,V,81,V,75,V,73,V,"(41.40388, 2.204501)"
08019004_8_20200112,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,12,12/01/2020,40,V,32,V,30,V,29,V,24,V,25,V,27,V,28,V,26,V,27,V,26,V,31,V,37,V,30,V,31,V,27,V,48,V,55,V,78,V,80,V,80,V,78,V,71,V,65,V,"(41.40388, 2.204501)"
08019004_8_20200110,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,10,10/01/2020,71,V,53,V,52,V,51,V,54,V,43,V,52,V,60,V,62,V,52,V,65,V,64,V,73,V,66,V,50,V,42,V,53,V,66,V,54,V,53,V,54,V,54,V,48,V,43,V,"(41.40388, 2.204501)"
08019004_8_20200108,8019004,8,19,4,Barcelona (Poblenou),Barcelona,41.40388,2.204501,3,background,urban,8,NO2,µg/m3,08019004_8_8,2020,1,8,08/01/2020,41,V,38,V,35,V,35,V,38,V,40,V,42,V,49,V,57,V,65,V,59,V,64,V,63,V,74,V,36,V,33,V,27,V,46,V,69,V,90,V,88,V,83,V,81,V,67,V,"(41.40388, 2.204501)"
08019042_8_20200107,8019042,8,19,42,Barcelona (Sants),Barcelona,41.37878,2.133099,35,background,urban,8,NO2,µg/m3,08019042_8_8,2020,1,7,07/01/2020,66,V,47,V,47,V,37,V,18,V,21,V,44,V,53,V,59,V,54,V,53,V,37,V,42,V,36,V,28,V,33,V,32,V,56,V,69,V,55,V,62,V,66,V,70,V,56,V,"(41.37878, 2.133099)"
08019042_8_20200108,8019042,8,19,42,Barcelona (Sants),Barcelona,41.37878,2.133099,35,background,urban,8,NO2,µg/m3,08019042_8_8,2020,1,8,08/01/2020,46,V,43,V,41,V,41,V,44,V,43,V,46,V,53,V,69,V,90,V,84,V,68,V,40,V,50,V,39,V,27,V,21,V,30,V,48,V,69,V,87,V,86,V,86,V,80,V,"(41.37878, 2.133099)"
08019042_8_20200110,8019042,8,19,42,Barcelona (Sants),Barcelona,41.37878,2.133099,35,background,urban,8,NO2,µg/m3,08019042_8_8,2020,1,10,10/01/2020,29,V,40,V,48,V,58,V,51,V,25,V,30,V,49,V,60,V,70,V,54,V,46,V,46,V,50,V,46,V,34,V,42,V,44,V,34,V,46,V,48,V,55,V,54,V,37,V,"(41.37878, 2.133099)"
08019042_8_20200111,8019042,8,19,42,Barcelona (Sants),Barcelona,41.37878,2.133099,35,background,urban,8,NO2,µg/m3,08019042_8_8,2020,1,11,11/01/2020,44,V,37,V,36,V,25,V,12,V,11,V,12,V,16,V,28,V,17,V,16,V,14,V,14,V,15,V,18,V,23,V,22,V,33,V,51,V,43,V,26,V,37,V,42,V,32,V,"(41.37878, 2.133099)"
08019042_8_20200112,8019042,8,19,42,Barcelona (Sants),Barcelona,41.37878,2.133099,35,background,urban,8,NO2,µg/m3,08019042_8_8,2020,1,12,12/01/2020,31,V,32,V,33,V,30,V,18,V,30,V,19,V,15,V,21,V,26,V,40,V,17,V,20,V,26,V,28,V,41,V,45,V,51,V,52,V,76,V,62,V,34,V,39,V,44,V,"(41.37878, 2.133099)"
